pillar,code,indicator,component,year,nuts_code_2021,unit,value
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2022,ES43,%,37.75
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2023,ES43,%,39.17
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2019,ES51,%,62.83
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2020,ES51,%,30
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2021,ES51,%,40.87
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2022,ES51,%,58.9
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2023,ES51,%,62.59
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2019,ES52,%,63.38
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2020,ES52,%,33
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2021,ES52,%,46.75
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2022,ES52,%,59.56
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2023,ES52,%,61.25
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2019,ES53,%,78.43
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2020,ES53,%,29
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2021,ES53,%,57.45
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2022,ES53,%,75.86
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2023,ES53,%,78.24
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2019,ES61,%,57.55
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2020,ES61,%,30
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2021,ES61,%,44.58
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2022,ES61,%,54.76
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2023,ES61,%,56.79
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2019,ES62,%,49.68
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2020,ES62,%,28
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2021,ES62,%,39.84
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2022,ES62,%,48.39
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2023,ES62,%,48.85
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2019,ES63,%,57.74
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2020,ES63,%,33
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2021,ES63,%,38.06
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2022,ES63,%,47.21
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2023,ES63,%,50.55
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2019,ES64,%,44.89
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2020,ES64,%,25
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2021,ES64,%,29.97
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2022,ES64,%,37.88
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2023,ES64,%,42.43
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2019,ES70,%,73.43
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2020,ES70,%,46
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2021,ES70,%,51.94
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2022,ES70,%,69.32
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2023,ES70,%,73.99
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2019,ES11,no. days,2.1396
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2020,ES11,no. days,2.3808
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2021,ES11,no. days,2.121
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2022,ES11,no. days,1.9192
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2023,ES11,no. days,1.8845
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2019,ES12,no. days,2.4487
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2020,ES12,no. days,2.795
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2021,ES12,no. days,2.6766
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2022,ES12,no. days,2.5114
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2023,ES12,no. days,2.4143
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2019,ES13,no. days,2.7493
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2020,ES13,no. days,2.9426
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2021,ES13,no. days,2.8034
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2022,ES13,no. days,2.7189
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2023,ES13,no. days,2.705
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2019,ES21,no. days,2.1061
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2020,ES21,no. days,2.1646
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2021,ES21,no. days,2.1385
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2022,ES21,no. days,2.1332
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2023,ES21,no. days,2.1292
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2019,ES22,no. days,2.2142
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2020,ES22,no. days,2.5192
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2021,ES22,no. days,2.3839
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2022,ES22,no. days,2.0838
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2023,ES22,no. days,2.0628
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2019,ES23,no. days,2.0052
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2020,ES23,no. days,2.2547
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2021,ES23,no. days,2.2168
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2022,ES23,no. days,2.0597
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2023,ES23,no. days,2.0723
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2019,ES24,no. days,2.1779
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2020,ES24,no. days,2.3928
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2021,ES24,no. days,2.3258
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2022,ES24,no. days,2.2995
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2023,ES24,no. days,2.2366
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2019,ES30,no. days,2.1035
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2020,ES30,no. days,2.2544
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2021,ES30,no. days,2.1749
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2022,ES30,no. days,2.1155
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2023,ES30,no. days,2.0813
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2019,ES41,no. days,1.8082
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2020,ES41,no. days,2.0262
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2021,ES41,no. days,1.9296
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2022,ES41,no. days,1.8572
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2023,ES41,no. days,1.8504
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2019,ES42,no. days,1.8704
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2020,ES42,no. days,2.0531
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2021,ES42,no. days,2.0172
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2022,ES42,no. days,1.9928
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2023,ES42,no. days,1.9993
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2019,ES43,no. days,1.8477
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2020,ES43,no. days,1.9146
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2021,ES43,no. days,1.9231
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2022,ES43,no. days,1.923
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2023,ES43,no. days,1.9636
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2019,ES51,no. days,3.217
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2020,ES51,no. days,2.8915
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2021,ES51,no. days,3.0917
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2022,ES51,no. days,3.2183
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2023,ES51,no. days,3.1537
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2019,ES52,no. days,4.0492
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2020,ES52,no. days,3.8806
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2021,ES52,no. days,3.8168
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2022,ES52,no. days,3.984
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2023,ES52,no. days,3.9554
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2019,ES53,no. days,5.5028
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2020,ES53,no. days,4.318
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2021,ES53,no. days,5.0287
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2022,ES53,no. days,5.1203
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2023,ES53,no. days,5.11
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2019,ES61,no. days,2.9767
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2020,ES61,no. days,2.7747
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2021,ES61,no. days,2.9349
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2022,ES61,no. days,2.9618
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2023,ES61,no. days,2.9321
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2019,ES62,no. days,3.2235
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2020,ES62,no. days,3.1603
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2021,ES62,no. days,3.1079
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2022,ES62,no. days,3.0865
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2023,ES62,no. days,3.1001
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2019,ES63,no. days,2.2006
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2020,ES63,no. days,2.5914
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2021,ES63,no. days,2.4812
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2022,ES63,no. days,2.2209
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2023,ES63,no. days,2.1132
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2019,ES64,no. days,2.162
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2020,ES64,no. days,2.4796
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2021,ES64,no. days,2.8165
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2022,ES64,no. days,2.382
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2023,ES64,no. days,2.5198
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2019,ES70,no. days,7.1345
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2020,ES70,no. days,6.5691
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2021,ES70,no. days,6.095
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2022,ES70,no. days,6.7068
Basic descriptors,TOUR_DES_05,Average length of stay,Average duration of stay,2023,ES70,no. days,6.7241
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2019,ES11,nights spent / km<sup>2</sup>,369.8914
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2020,ES11,nights spent / km<sup>2</sup>,162.0985
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2021,ES11,nights spent / km<sup>2</sup>,302.8527
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2022,ES11,nights spent / km<sup>2</sup>,427.6218
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2023,ES11,nights spent / km<sup>2</sup>,457.0156
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2019,ES12,nights spent / km<sup>2</sup>,544.9805
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2020,ES12,nights spent / km<sup>2</sup>,333.5097
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2021,ES12,nights spent / km<sup>2</sup>,472.0894
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2022,ES12,nights spent / km<sup>2</sup>,576.195
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2023,ES12,nights spent / km<sup>2</sup>,629.3377
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2019,ES13,nights spent / km<sup>2</sup>,1048.1884
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2020,ES13,nights spent / km<sup>2</sup>,579.365
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2021,ES13,nights spent / km<sup>2</sup>,775.6259
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2022,ES13,nights spent / km<sup>2</sup>,1048.6678
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2023,ES13,nights spent / km<sup>2</sup>,1091.0881
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2019,ES21,nights spent / km<sup>2</sup>,1126.3595
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2020,ES21,nights spent / km<sup>2</sup>,458.174
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2021,ES21,nights spent / km<sup>2</sup>,810.7279
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2022,ES21,nights spent / km<sup>2</sup>,1229.7125
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2023,ES21,nights spent / km<sup>2</sup>,1345.4122
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2019,ES22,nights spent / km<sup>2</sup>,315.4012
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2020,ES22,nights spent / km<sup>2</sup>,149.0206
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2021,ES22,nights spent / km<sup>2</sup>,266.7848
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2022,ES22,nights spent / km<sup>2</sup>,358.612
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2023,ES22,nights spent / km<sup>2</sup>,388.0654
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2019,ES23,nights spent / km<sup>2</sup>,324.9018
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2020,ES23,nights spent / km<sup>2</sup>,125.0031
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2021,ES23,nights spent / km<sup>2</sup>,232.2842
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2022,ES23,nights spent / km<sup>2</sup>,313.1968
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2023,ES23,nights spent / km<sup>2</sup>,340.1554
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2019,ES24,nights spent / km<sup>2</sup>,173.9731
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2020,ES24,nights spent / km<sup>2</sup>,85.7178
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2021,ES24,nights spent / km<sup>2</sup>,129.8686
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2022,ES24,nights spent / km<sup>2</sup>,175.6421
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2023,ES24,nights spent / km<sup>2</sup>,179.5156
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2019,ES30,nights spent / km<sup>2</sup>,3607.9141
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2020,ES30,nights spent / km<sup>2</sup>,1131.0567
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2021,ES30,nights spent / km<sup>2</sup>,1927.949
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2022,ES30,nights spent / km<sup>2</sup>,3325.0923
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2023,ES30,nights spent / km<sup>2</sup>,3765.1468
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2019,ES41,nights spent / km<sup>2</sup>,124.5782
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2020,ES41,nights spent / km<sup>2</sup>,50.997
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2021,ES41,nights spent / km<sup>2</sup>,86.2486
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2022,ES41,nights spent / km<sup>2</sup>,125.6171
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2023,ES41,nights spent / km<sup>2</sup>,137.1955
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2019,ES42,nights spent / km<sup>2</sup>,67.892
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2020,ES42,nights spent / km<sup>2</sup>,30.5773
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2021,ES42,nights spent / km<sup>2</sup>,50.4353
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2022,ES42,nights spent / km<sup>2</sup>,70.7965
Basic descriptors,TOUR_DES_06,Tourism density,Tourism density,2023,ES42,nights spent / km<sup>2</sup>,73.9293
